smiles,cramer,ames_alert,ames_sa,gradient
CC(=O)OCCOc1ccc(C)cc1,II,0,,none
CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,II,0,,III
C=CC(C)(CCC=C(C)C)OC(C)OCC,I,0,,none
[Ba+2].[O-][O-],III,0,,none
C=CCOc1ccc(C)cc1C,III,0,,none
CCC(=O)c1ccc(OC)cc1,I,0,,none
COC(C)(C)CCCC(C)C(C)O,I,0,,none
C[N+](C)(C)CC(=O)c1ccc(N=Nc2ccc(NCCC#N)c(Cl)c2)cc1,III,1,SA29_Ames;aN=Na,III
C=CC(C)(C)OC(C)=O,I,0,,none
CCOP(=O)(O)O,III,0,,none
N#CS.N=C(N)N,III,0,,III
CCCCCCCOP(=S)([S-])OCCCCCCC.CCCCCCCOP(=S)([S-])OCCCCCCC.[Zn+2],III,0,,none
CCOC(=O)C(CC)(CC)C(=O)OCC,I,0,,none
CCOC(=O)CCSCc1ccco1,III,0,,none
CCCCCCCCCC(C)CC#N,III,0,,none
CC1=CC2C(C#N)CC1CC2C(C)C,III,0,,none
COC(=O)c1ccoc1,II,0,,none
CNP(=O)(NC)Oc1ccccc1,III,0,,III
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,III,0,,III
CC(=O)C=CC1C(C)=C(C)CCC1(C)C,II,1,SA10_Ames,none
CCCCCCC(C)C=O,I,1,SA11_Ames,none
CC(=O)OC(C)C(C)=O,I,0,,none
O=C1CCCCCCCC=CCCCCCCC1,II,0,,none
O=C1CCCCCCC/C=C\CCCCCCC1,II,0,,none
CC=CC1(C)CCOSC1(C)C,II,0,,none
CC1COC(C)(C(C)O)O1,I,0,,none
CCc1cccc(C)c1,I,0,,none
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Ca+2],III,0,,none
C/C1=C/CCCCCCCCCCCCC1=O,II,1,SA10_Ames,none
CC1=CCCCCCCCCCCCCC1=O,II,1,SA10_Ames,none
CC(C)CCCC(C)CCOC(=O)Cc1ccccc1,I,0,,none
O=C([O-])[O-].[Mg+2],III,0,,none
O=C(O)O.[Mg+2],III,0,,none
C=C1CCCC(C)(C)[C@@H]1CCC(C)=O,I,0,,none
C=C1CCCC(C)(C)[C@H]1CCC(C)=O,I,0,,none
C=C1CCCC(C)(C)C1CCC(C)=O,I,0,,none
CC(=O)CC1=C(C)CCCC1(C)C,I,0,,none
CCN(CC)CC,I,0,,II
O=C([O-])C(O)C(O)C(=O)O.[NH4+],III,0,,none
N.O=C(O)[C@H](O)[C@@H](O)C(=O)O,III,0,,II
CC(C)=CC(=O)CC(C)C1=CC=C(C)CC1,III,1,SA10_Ames,none
CCCCCCCCCCCC1CCCC(=O)O1,I,0,,none
ClC#CCl,III,0,,III
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-],III,1,SA19_Ames;SA28_Ames,III
C=CCc1ccc2c(c1)OCO2,III,1,SA38_Ames,none
SCCc1ccccc1,III,0,,none
CC(C)NCC(O)COc1cccc2ccccc12.Cl,III,0,,III
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,III,0,,III
CN(C)C=O,III,0,,II
C/C(C=O)=C/c1ccco1,II,0,,none
C/C(C=O)=C\c1ccco1,II,0,,none
CC(C=O)=Cc1ccco1,II,0,,none
CC(=O)OC[C@H]1O[C@@](COC(=O)C(C)C)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@H]2OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,III,0,,none
CC1NC(C)SC(C(C)C)S1,II,0,,III
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,III,1,SA27_Ames,II
CC=CC(=O)OC(C)C1CCCCC1,I,0,,none
C/C=C/C(=O)OC(C)C1CCCCC1,I,0,,none
CCOCCO,I,0,,none
CC1=CC(C)(C)Nc2ccccc21,II,0,,III
CCCCC1OCCOC1=O,I,0,,none
CC(C)=CCC/C(C)=C/CC1CCCC1=O,III,0,,none
ClCCOCCCl,III,1,SA8_Ames,III
O=S(=O)([O-])c1ccc(O)cc1.O=S(=O)([O-])c1ccc(O)cc1.[Zn+2],I,0,,none
CC(=O)/C=C/C1C(C)CCC(C)C1(C)C,II,1,SA10_Ames,none
CCOC(=O)CC(S)c1ccccc1,III,0,,none
CCCSC,I,0,,none
CCCC(O)CC,I,0,,none
CCCCCOC(=O)CCC(C)C,I,0,,none
CC1CCOC(C)(C)S1,II,0,,none
COc1cc(C2OCC(COC3CC(C)CCC3C(C)C)O2)ccc1O,III,0,,none
C=CCc1ccc(OC(=O)c2ccccc2)c(OC)c1,I,1,SA38_Ames,none
Cc1cnc(SCc2ccco2)cn1,III,0,,none
CC(C)CC(=O)OC(C)C,I,0,,none
C=CCN=C=S,III,1,SA15_Ames,none
CCCCCCCCCCC1OCC(C)O1,I,0,,none
C=C(CC(C)(C)c1ccccc1)c1ccccc1,III,0,,none
C1CCCCCC2COCC2CCCC1,II,0,,none
Cl[Hg].Cl[Hg],III,0,,III
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,III,0,,III
C=CCC(/C=C/CCCCC)OC(C)=O,I,0,,none
C=CCC(C=CCCCCC)OC(C)=O,I,0,,none
CCOC(=S)S,III,0,,none
C#CCCCCCC(=O)OC,III,0,,none
C=CC(=C)CCCC(C)(C)OC,I,0,,none
CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,III,0,,none
CCOC(=O)C1CC=CC(OC)O1,III,0,,none
COc1ccc(COC(=O)C(C)C)cc1,I,0,,none
CCCSSSC,III,0,,none
CC[Si](Cl)(Cl)Cl,III,0,,III
O=C(Cc1ccccc1)OCCc1ccccc1,I,0,,none
O=C1OCCCCCCCCCCCOC1=O,I,0,,none
CCCC12CCC3(C1)C(CCCC3(C)C)C2=O,I,0,,none
OCC1COC(Cc2ccccc2)O1,I,0,,none
OCc1cccs1,III,0,,none
FC(F)(F)CCCl,III,1,SA8_Ames,I
CCCCC1OC(=O)C2=C1CCC=C2,III,0,,none
CCOC(=O)/C=C(\C)CCC=C(C)C,I,0,,none
CCOC(OC)c1ccccc1,I,0,,none
CC(C)OC(=O)C(C)(C)c1ccccc1,I,0,,none
CCCCCC(=O)CCCCC,I,0,,none
O=COCc1ccc2c(c1)OCO2,III,0,,none
CCCCCCCCCCCC1=NCC[N+]1(CCOCC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[OH-],III,0,,none
CCC(C)C(=O)C(=O)OC,I,0,,none
O=c1cccco1,III,0,,none
Cc1ccc([N+](=O)[O-])cc1,III,1,SA27_Ames,II
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,II,0,,II
CC1(S)CCC2CC1C2(C)C,III,0,,none
CCCCCCC(C)=O,I,0,,none
CC1CCCC(C)(C)C1=O,I,0,,none
CCCC(=O)Oc1ccccc1OC,I,0,,none
O=C(Oc1ccccc1)c1ccccc1O,I,0,,none
CCCCCCCCCCCCCCCCCCOCC(C)O,III,0,,none
Cc1ccc(O)cc1N(C)C,III,1,SA28bis_Ames,II
CC(C)CCCC(C)C1CCC2(C)C3CCC4C(C)(C)CCCC4(C)C3CCC12C,III,0,,none
CCCCCCCOC(=O)c1ccccc1N,III,1,SA28_Ames,III
CCC(=O)/C=C/C1C(C)C=CCC1(C)C,II,1,SA10_Ames,none
CCCCCCCCCCC(OCC)OCC,I,0,,none
CC1=CC[C@@H](C(C)(C)S)CC1,III,0,,none
CC1=CCC(C(C)(C)S)CC1,III,0,,none
CCCCCCCC/C=C\CCCCCCCC(=O)O,I,0,,none
CCCCCCCC/C=C/CCCCCCCC(=O)O,I,0,,none
CCCCCCCCC=CCCCCCCCC(=O)O,I,0,,none
OC1CC2CCC1C2,I,0,,none
CCCCCC(OC)OC,I,0,,none
COC(=O)C1CCCCC1,I,0,,none
CCCCCCC(=O)CC(=O)OCC,I,0,,none
CO[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,III,0,,none
COC1CC2CCC1(C)C2(C)C,III,0,,none
CO[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,III,0,,none
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,III,0,,none
CCCCCS,III,0,,none
Cc1nc(C)c(C)o1,III,0,,none
CCCCCCCCCC(=O)OCCCC,I,0,,none
CC(C)C(=O)OCCCC1CCCCC1,I,0,,none
COc1ccc(C=O)cc1,I,1,SA11_Ames,none
CC1=C2CCC(C)C=C2OC1=O,I,0,,none
CC1=C2CC[C@@H](C)C=C2OC1=O,I,0,,none
C=C(C)C1CCC(C)(O)C1C,I,0,,none
O=C1C=C2C(=CCOC2O)O1,I,0,,none
CC(C)(C)[C@@H]1CCCCC1=O,I,0,,none
CC(C)(C)C1CCCCC1=O,I,0,,none
CCCCCCCCCC(=O)OCc1ccccc1,I,0,,none
CCCC(=O)OC/C=C(\C)CCC=C(C)C,I,0,,none
CCCC(=O)OC/C=C(/C)CCC=C(C)C,I,0,,none
CCCC(=O)OCC=C(C)CCC=C(C)C,I,0,,none
N#CCc1c[nH]c2cc(N)ccc12,III,1,SA28_Ames,III
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],III,1,SA27_Ames,I
O=COc1ccc2ccccc2c1,III,0,,none
CCCCCCO,I,0,,none
C1CCCNCC1,II,0,,III
CCCC(C)CC=O,I,1,SA11_Ames,none
COC(/C=C(\C)CCC=C(C)C)OC,II,0,,none
COC(C=C(C)CCC=C(C)C)OC,II,0,,none
O=Cc1ccc[nH]1,II,1,SA11_Ames,none
CC(=O)[C@@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,I,0,,none
CC(=O)[C@@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,I,0,,none
C=CCOC(=O)C(C)CC,III,0,,none
Cc1ccccc1SSc1ccccc1C,III,0,,none
CCCOc1ccc(N)cc1[N+](=O)[O-],III,1,SA27_Ames;SA28_Ames,III
C1=CCC=C1,I,0,,none
CCOC(=O)[C@@H](N)CC(N)=O,I,0,,III
CCCCCCCCCCCl,III,1,SA8_Ames,III
OCCCCC1=CCCC1,I,0,,none
Cc1coc(C(=O)c2cccs2)c1C,III,0,,none
CCCOC(=O)c1cc(O)c(O)c(O)c1,I,0,,none
CC(=O)/C=C/C12OC1(C)CCCC2(C)C,III,1,SA10_Ames;SA7_Ames,none
CC(=O)C=CC12OC1(C)CCCC2(C)C,III,1,SA10_Ames;SA7_Ames,none
CCC12CCC3C(C)(C)CCCC3(C)C1CCO2,III,0,,none
CCCCC(C(C)=O)C(=O)OCC,I,0,,none
CCC(C)c1cnc(C)c(C)n1,II,0,,none
CCCC=O,I,1,SA11_Ames,none
O.O=C1N=S(=O)([O-])c2ccccc21.[Na+],III,0,,none
CCC[C@H](C)C(=O)OC,I,0,,none
CCCC(C)C(=O)OC,I,0,,none
CC1=CCC(C(C)CO)CC1,I,0,,none
CC1COCc2cc3c(cc21)C(C)(C)CC3(C)C,III,0,,none
CC(=O)c1cnc(C)o1,II,0,,none
Cc1ncc(CO)c(CO)c1O.Cl,III,0,,III
C/C=C/C(=O)OC1CCCCC1,I,0,,none
C/C=C/C(OCC)OCC,II,0,,none
C=Cc1ncc(C)nc1C,II,0,,none
c1ccc(-c2ccccc2)cc1,III,0,,none
C=C1[C@@H]2CC[C@@H](C2)[C@@]1(C)CC/C=C(/C)COC(C)=O.CC(=O)OC/C(C)=C\CC[C@]1(C)C2CC3[C@H](C2)C31C,I,0,,none
C=C1C2CCC(C2)C1(C)CCC=C(C)COC(C)=O.CC(=O)OCC(C)=CCCC1(C)C2CC3C(C2)C31C,I,0,,none
CC12CCC(C3(CCCC3)C1=O)C2(C)C,I,0,,none
CC1(C)C2CCC1(C)C(C(=O)O)C2,I,0,,none
CCCCCCCCCCCCCCCCCC(=O)O[C@@]1([C@@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,III,0,,none
CC/C=C\CCCC=O,I,1,SA11_Ames,none
CCCCCCCCCCCCCCCCOP(=O)(O)O,III,0,,none
Cl.NNc1nncc2ccccc12,III,1,SA13_Ames,III
CC=CC=CCOC(=O)CC,I,0,,none
C/C=C/C=C\COC(=O)CC,I,0,,none
CCCCCCCCCS,III,0,,none
CC(C)CCCCO,I,0,,none
C1=NCCC1,II,0,,none
COC(=O)C1CC2CC1C(C)(C)C2,I,0,,none
C=C[C@]1(C)Cc2occ(C)c2C(=O)[C@@H]1C(=C)C,III,0,,none
CC(C)CCOC(=O)CCc1ccco1,II,0,,none
CC(C)(C#N)C(C)(C)C#N,III,0,,none
CCCCCCCCCCCCCC=CC(=O)O,I,0,,none
CCC=CC=CO,III,0,,none
CCCCCCCCCCCCCCCCC(=O)NCCn1ccc2ccccc21,III,0,,none
CCSCCOP(=S)(OC)OC,III,0,,none
CC1=CCCC(C)(C)C1C=O,I,1,SA11_Ames,none
CCCCCC1CC1C(=O)O,I,0,,none
Cl.NCc1ccc(-c2ncc(CNC(=O)c3ccc4c(c3)NC(=O)c3ccccc3S4(=O)=O)s2)cc1,III,0,,III
CCC(C)=O,I,0,,none
N#C/C=C/c1ccccc1,III,0,,none
N#CC=Cc1ccccc1,III,0,,none
CCCCCC(=O)OCC(C)CC,I,0,,none
CCCCCC/C=C/C(=O)OC,I,0,,none
CCCCCC/C=C\C(=O)OC,I,0,,none
CCCCCCC=CC(=O)OC,I,0,,none
CCC(=O)OC(C)C(=O)OSC,III,0,,none
CCOc1cc(C)ccc1O,I,0,,none
CCCCCCCCCO,I,0,,none
CC/C=C\CCCCOC(=O)CC(C)C,I,0,,none
O=C(CO)c1ccccc1,I,0,,none
CCCCCCC(C)(C)c1ccc([C@@H]2CCC[C@H](O)C2)c(O)c1,II,0,,none
OCC(Cl)CCl,III,1,SA8_Ames,III
CC(C)CO,I,0,,none
CCCC(O)CCC1C(C)CCC(C)C1(C)C,I,0,,none
CC(=O)OC(C)(C)CCc1ccccc1,I,0,,none
CCCCCCCCC(=O)OC1CCCCC1,I,0,,none
CC(C)=CCCC(C)=CCCC(C)C=O,I,1,SA11_Ames,none
CC(C)=CCC/C(C)=C/CCC(C)C=O,I,1,SA11_Ames,none
CCCCCOC(=O)CS,I,0,,none
CCC(C)C(C)O,I,0,,none
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,III,1,SA27_Ames,II
CCC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,I,0,,none
CCOC(=O)C(C)(O)c1ccccc1,I,0,,none
CCCCC(CC)CC(=O)OC,I,0,,none
CC1C(=O)C2CC1C(C)(C)C2,I,0,,none
C=CCc1ccc(OC)c(OC)c1,I,1,SA38_Ames,none
O=c1ccc2ccccc2o1,III,1,SA30_Ames,none
COc1cc(C(OC)OC)ccc1OC(C)=O,III,0,,none
CC(=CC(C)C)C(C)OC(C)(C)COC(=O)C1CC1,III,0,,none
COC(=O)CCc1ccc(C)cc1,I,0,,none
CC1(C)C(=O)C2CCC1C2,I,0,,none
COc1cc(OC)c(C(=O)CC(C)=O)c(OC)c1,I,0,,none
CCC/C=C\CCCOC(C)=O,I,0,,none
CC(O)C(=O)OCc1ccccc1,I,0,,none
C=C(C)[C@H]1CC[C@H](C)C[C@H]1O,I,0,,none
C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1O,I,0,,none
C=C(C)C1CCC(C)CC1O,I,0,,none
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,I,0,,none
O=C1CCCCCCCCC/C=C/CCCO1,I,0,,none
O=C1CCCCCCCCC/C=C\CCCO1,I,0,,none
CC(=O)CC(=O)OCC(C)C,I,0,,none
CCC=CC(=O)OC=CCCCC,III,1,SA24_Ames,none
CC/C=C/COC(=O)CCCCC,I,0,,none
CC/C=C\COC(=O)CCCCC,I,0,,none
CCCCCCCC(=O)OC(C)CCC,I,0,,none
Cc1ccc(-c2ccccc2)cc1,III,0,,none
CC(C=O)=Cc1ccc(C(C)(C)C)cc1,II,0,,none
CC1CCCCCCCCCCC(=O)CC1,II,0,,none
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,III,0,,III
CSSc1cc(C)oc1C,III,0,,none
CS(=O)(=O)c1ccc(CCC(=O)O)cc1,III,0,,none
O=C(O)Cc1ccc(O)cc1,I,0,,none
CC(=O)[O-],III,0,,none
NCCCCN=C(N)N,III,0,,III
C[N+](C)(C)CC(=O)O,III,0,,none
O=C[O-],III,0,,none
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,III,0,,none
NC(=O)c1cnccn1,III,0,,II
c1cn[nH]c1,III,0,,none
NCCc1c[nH]c2ccccc12,III,0,,III
O=c1cc[nH]c(=O)[nH]1,III,0,,none
NCCCCCCCCCCN,I,0,,III
CCCCN(CCCC)CCCN,I,0,,III
COc1ccc2[nH]cc(CCN)c2c1,III,0,,III
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,III,0,,II
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,III,0,,III
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,III,0,,none
CN(C)c1nc(N(C)C)nc(N(C)C)n1,III,1,SA28bis_Ames,II
NCCCNCCSP(=O)(O)O,III,0,,III
Nc1ccc(C(=O)NCC(=O)O)cc1,III,1,SA28_Ames,III
Cc1c(N)c(=O)n(-c2ccccc2)n1C,III,1,SA28_Ames,III
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,III,0,,III
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,III,0,,none
COc1ccc(-c2cc(=S)ss2)cc1,III,0,,none
COc1ccc(C(=O)N2CCCC2=O)cc1,II,0,,II
Cc1cc(=O)n(-c2ccccc2)n1C,II,0,,II
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,III,0,,III
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,III,1,SA27_Ames,II
CCC1(C)CC(=O)NC(=O)C1,II,0,,none
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,III,0,,III
NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,III,0,,III
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,III,0,,none
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,III,1,SA28_Ames,III
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,III,0,,III
CCCCOc1ccc(CC(=O)NO)cc1,III,1,SA64_Ames,none
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,III,0,,III
CS(=O)(=O)OCCCCOS(C)(=O)=O,III,0,,none
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,III,1,SA28_Ames,III
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,III,0,,none
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,III,0,,none
NC(=O)N1c2ccccc2C=Cc2ccccc21,III,0,,II
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,III,0,,I
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,III,0,,III
Oc1c(Cl)cc(Cl)c2cccnc12,III,0,,III
O=c1[nH]c2cc(Cl)ccc2o1,III,0,,III
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,III,0,,none
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,III,0,,II
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,III,1,SA19_Ames,III
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,III,0,,III
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,III,0,,III
NC1CCCCCC1,III,0,,III
NC1CCCC1,III,0,,III
CN(C)N=Nc1nc[nH]c1C(N)=O,III,1,SA22_Ames,II
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,III,0,,III
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,III,0,,III
CCOC(=O)OC(=O)OCC,III,0,,III
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,III,0,,II
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,III,0,,III
CC1(C)OC(=O)NC1=O,III,0,,none
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,III,0,,II
CCCC(CCC)C(=O)O,I,0,,none
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,III,0,,III
O=c1c2ccccc2[se]n1-c1ccccc1,III,0,,II
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,III,0,,III
COc1cc(C)nc(-n2nc(C)cc2OC)n1,III,0,,none
O=C(Cn1ccnc1[N+](=O)[O-])NCCO,III,1,SA27_Ames,II
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,III,1,SA10_Ames;SA38_Ames,III
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,III,1,SA28_Ames,III
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,III,0,,III
O=C(O)Cc1ccc(-c2ccccc2)cc1,III,0,,none
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,III,0,,none
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,III,0,,none
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,III,0,,III
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,III,0,,III
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,III,0,,I
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,III,0,,III
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,III,1,SA27_Ames,I
Cc1cn[nH]c1,III,0,,none
O=C(O)c1ccccc1OP(=O)(O)O,III,0,,none
NCC1(CC(=O)O)CCCCC1,III,0,,III
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,III,0,,none
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,III,1,SA10_Ames,II
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,III,0,,none
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,III,0,,III
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,III,0,,III
Clc1cc(Cl)c(OCC#CI)cc1Cl,III,0,,III
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,III,0,,III
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,II,1,SA19_Ames,III
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,III,0,,none
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,III,1,SA12_Ames,none
Nc1cc(-c2ccncc2)c[nH]c1=O,III,1,SA28_Ames,III
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,III,0,,II
Cc1cc(C(=O)NNCc2ccccc2)no1,III,1,SA13_Ames,III
COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,III,0,,II
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,III,1,SA19_Ames,none
c1coc(CNc2ncnc3nc[nH]c23)c1,III,0,,III
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,III,1,SA28_Ames,III
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,III,0,,I
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,III,0,,III
COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,III,0,,II
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,III,1,SA16_Ames,III
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,III,0,,III
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,III,0,,none
Cc1cccc(Nc2ccccc2C(=O)O)c1C,III,0,,III
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,III,0,,III
COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,III,0,,none
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,III,0,,III
CC(C)(C(=O)c1cccnc1)c1cccnc1,III,0,,none
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,III,0,,none
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,III,0,,III
CCOC([O-])=Nc1c[n+](N2CCOCC2)no1,III,0,,II
NCc1cc(=O)[nH]o1,III,0,,III
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,III,1,SA13_Ames,III
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,III,1,SA27_Ames,III
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,III,0,,II
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,III,0,,I
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,III,1,SA27_Ames,I
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,III,1,SA27_Ames,III
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,III,0,,III
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,III,0,,none
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,III,0,,II
CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,III,0,,none
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,III,0,,II
COc1ccc(C(=O)c2ccccc2)c(O)c1,III,0,,none
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,III,0,,II
O=S(=O)(F)Cc1ccccc1,III,0,,III
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,III,0,,III
COc1nc(C)nc(Cl)c1NC1=NCCN1,III,0,,III
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,III,0,,III
NC(=O)CN1CCCC1=O,III,0,,II
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,III,0,,III
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,III,0,,III
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,III,0,,II
O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,III,0,,none
